piRNA,disease,score
miR-324,Retinoic Acid,0
miR-324,Rituximab,0
miR-324,Raltitrexed,0
miR-324,Tomudex,0
miR-324,Lapatinib,0
miR-328,Cetuximab,0
miR-328,Camptothecin,0
miR-328,Curcumin,0
miR-328,Erlotinib,0
miR-328,Ibrutinib,0
miR-328,Dexamethasone,0
miR-328,Taxol,0
miR-328,Temozolomide,0
miR-328,Verapamil,0
miR-328,Oxymatrine,0
miR-328,Melphalan,0
miR-328,Sorafenib,0
miR-328,Glucocorticoid,0
miR-328,TRAIL therapy,0
miR-328,Chemotherapy,0
miR-328,Vinblastine,0
miR-328,Interferon-gamma,0
miR-328,Capecitabine,0
miR-328,PLX4720,0
miR-328,Daunorubicin,0
miR-328,L-asparaginase,0
miR-328,Prednisolone,0
miR-328,10-Hydroxycamptothecin,0
miR-328,Fluoropyrimidine,0
miR-328,Vemurafenib,0
miR-328,Crizotinib,0
miR-328,Lorlatinib,0
miR-328,Colchicine,0
miR-328,Cyclosporin A,0
miR-328,Vinorelbine,0
miR-328,Cyclophosphamide,0
miR-328,Mafosfamide,0
miR-328,epirubicin,0
miR-328,Pirarubicin,0
miR-324,Pemetrexed,0
miR-324,Ethanol,0
miR-328,Trastuzumab,0
miR-328,Tamoxifen,0
miR-328,Nilotinib,0
miR-328,Dasatinib,0
miR-324,AED therapy,0
miR-324,chemotherapy,0
miR-324,Hydroxyurea,0
miR-328,Methotrexate,0
miR-324,5-fluorouracil,0
miR-324,modified ALLIC BFM 2002 protocol,0
miR-324,DAPT,0
miR-324,Dihydrotestosterone,0
miR-324,AGRO100,0
miR-324,10-hydroxycamptothecin,0
miR-328,Fluorouracil,0
miR-328,Paclitaxel,0
miR-328,Propofol,0
miR-328,Antioestrogens,0
miR-328,Oxaliplatin,0
miR-328,Carboplatin,0
miR-328,Tetraplatin,0
miR-328,Docetaxel,0
miR-328,Adriamycin,0
miR-328,Vincristine,0
miR-328,Etoposide,0
miR-328,Nutlin-3a,0
miR-328,Rapamycin,0
miR-328,Sirolimus,0
miR-328,Temsirolimus,0
miR-328,"1,25(OH)2D3",0
miR-328,Bortezomib,0
miR-324,Oxymatrine,0
miR-324,Sorafenib,0
miR-32,Propofol,0
miR-320d,Daunorubicin,0
miR-320d,Vemurafenib,0
miR-320d,Fluoropyrimidine,0
miR-320d,FOLFOX Chemotherapy,0
miR-320d,10-Hydroxycamptothecin,0
miR-320d,Prednisolone,0
miR-320d,L-asparaginase,0
miR-320d,5-Fluorouracil,0
miR-320d,Lorlatinib,0
miR-320d,platinum-based doublet chemotherapy ,0
miR-320d,PLX4720,0
miR-320d,Capecitabine,0
miR-320d,Epirubicin,0
miR-320d,Interferon-gamma,0
miR-320d,Vinblastine,0
miR-320d,Crizotinib,0
miR-320d,Colchicine,0
miR-324,Glucocorticoid,0
miR-320d,Cytarabine,0
miR-320d,Levetiracetam,0
miR-320d,Platinum,0
miR-320d,Sunitinib,0
miR-320d,Letrozole,0
miR-320d,Exemestane,0
miR-320d,Anastrozole,0
miR-320d,Rituximab,0
miR-320d,Cyclosporin A,0
miR-320d,Retinoic Acid,0
miR-320d,Mafosfamide,0
miR-320d,Cyclophosphamide,0
miR-320d,Paroxetine,0
miR-320d,Prednisone,0
miR-320d,Vinorelbine,0
miR-320d,Camptothecin,0
miR-320d,PCI-24781,0
miR-320d,Curcumin,0
miR-320d,Vincristine,0
miR-320d,Temsirolimus,0
miR-320d,Sirolimus,0
miR-320d,Rapamycin,0
miR-320d,Nutlin-3a,0
miR-320d,Mitoxantrone,0
miR-320d,Etoposide,0
miR-320d,Adriamycin,0
miR-320d,Erlotinib,0
miR-320d,Tetraplatin,0
miR-320d,Carboplatin,0
miR-320d,Antioestrogens,0
miR-320d,Propofol,0
miR-320d,Paclitaxel,0
miR-320d,Fluorouracil,0
miR-320d,"1,25(OH)2D3",0
miR-320d,Bortezomib,0
miR-320d,Methotrexate,0
miR-320d,Pirarubicin,0
miR-320d,Verapamil,0
miR-320d,epirubicin,0
miR-320d,Chemotherapy,0
miR-320d,TRAIL therapy,0
miR-320d,Glucocorticoid,0
miR-320d,Sorafenib,0
miR-320d,Melphalan,0
miR-320d,Oxymatrine,0
miR-320d,Temozolomide,0
miR-320d,Cetuximab,0
miR-320d,Taxol,0
miR-320d,Dexamethasone,0
miR-320d,Ibrutinib,0
miR-320d,Valproate,0
miR-320d,Ribavirin,0
miR-320d,pegIFN/RBV therapy,0
miR-324,Trastuzumab,0
miR-324,Tetraplatin,0
miR-324,Carboplatin,0
miR-324,Antioestrogens,0
miR-324,Propofol,0
miR-324,Paclitaxel,0
miR-324,Fluorouracil,0
miR-324,Gefitinib,0
miR-320d,modified ALLIC BFM 2002 protocol,0
miR-324,Nilotinib,0
miR-324,Dasatinib,0
miR-320d,AED therapy,0
miR-320d,chemotherapy,0
miR-320d,Ethanol,0
miR-320d,Hydroxyurea,0
miR-324,Docetaxel,0
miR-324,Adriamycin,0
circBA9.3,Gemcitabine,0
miR-324,Etoposide,0
miR-324,Mitoxantrone,0
miR-324,Nutlin-3a,0
miR-324,Rapamycin,0
miR-324,Sirolimus,0
miR-324,Temsirolimus,0
miR-324,"1,25(OH)2D3",0
miR-324,Bortezomib,0
miR-324,Methotrexate,0
miR-324,Pirarubicin,0
miR-324,Verapamil,0
miR-324,epirubicin,0
miR-324,Chemotherapy,0
miR-324,TRAIL therapy,0
miR-320d,5-fluorouracil,0
miR-320d,DAPT,0
miR-320d,Dichloroacetate,0
miR-320d,Staurosporine,0
miR-320d,SIOP treatment protocol,0
miR-320d,Epirubicin HCl,0
miR-320d,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-320d,histone deacetylase inhibitor,0
miR-320d,Fludarabine,0
miR-320d,Topotecan,0
miR-320d,Selumetinib,0
miR-320d,Dihydrotestosterone,0
miR-320d,Irinotecan,0
miR-320d,Arsenic trioxide,0
miR-320d,Pertuzumab,0
miR-320d,Mitomycin C,0
miR-320d,Interferon-alpha,0
miR-320d,Cyclopamine,0
miR-320d,Epirubicin hydrochloride,0
miR-320d,Fulvestrant,0
miR-320d,Leucovorin,0
miR-320d,Euthyrox,0
miR-320d,Teniposide,0
miR-320d,Arsenic Trioxide,0
miR-320d,Betulinic acid,0
miR-320d,Carmustine,0
miR-320d,Dibenziodolium,0
miR-320d,Hydrogen Peroxide,0
miR-320d,Pingyangmycin,0
miR-320d,Raltitrexed,0
miR-320d,Tomudex,0
miR-320d,Lapatinib,0
miR-320d,Pemetrexed,0
miR-320d,10-hydroxycamptothecin,0
miR-320d,AGRO100,0
miR-328,Retinoic Acid,0
miR-328,Rituximab,0
miR-328,Cytarabine,0
miR-331,Methotrexate,0
miR-331,Oxymatrine,0
miR-331,Melphalan,0
miR-331,Glucocorticoid,0
miR-331,TRAIL therapy,0
miR-331,epirubicin,0
miR-331,Pirarubicin,0
miR-331,Bortezomib,0
miR-331,Cetuximab,0
miR-331,"1,25(OH)2D3",0
miR-331,Temsirolimus,0
miR-331,Sirolimus,0
miR-331,Rapamycin,0
miR-331,Nutlin-3a,0
miR-331,Mitoxantrone,0
miR-331,Temozolomide,0
miR-331,Taxol,0
miR-328,Anastrozole,0
miR-331,Epirubicin,0
miR-331,Fluoropyrimidine,0
miR-331,10-Hydroxycamptothecin,0
miR-331,Prednisolone,0
miR-331,Daunorubicin,0
miR-331,5-Fluorouracil,0
miR-331,Capecitabine,0
miR-331,Interferon-gamma,0
miR-331,Dexamethasone,0
miR-331,Vinblastine,0
miR-331,Camptothecin,0
miR-331,PCI-24781,0
miR-331,Curcumin,0
miR-331,Erlotinib,0
miR-331,Ibrutinib,0
miR-331,Etoposide,0
miR-331,Docetaxel,0
miR-331,Tetraplatin,0
miR-330,Pingyangmycin,0
miR-330,AGRO100,0
miR-330,10-hydroxycamptothecin,0
miR-330,Pemetrexed,0
miR-330,Lapatinib,0
miR-330,Tomudex,0
miR-330,Raltitrexed,0
miR-330,Hydrogen Peroxide,0
miR-331,Carboplatin,0
miR-330,Dibenziodolium,0
miR-330,Carmustine,0
miR-330,Betulinic acid,0
miR-330,Arsenic Trioxide,0
miR-330,Teniposide,0
miR-330,Euthyrox,0
miR-330,Dihydrotestosterone,0
miR-330,DAPT,0
miR-330,modified ALLIC BFM 2002 protocol,0
miR-330,5-fluorouracil,0
miR-330,Hydroxyurea,0
miR-330,Ethanol,0
miR-330,chemotherapy,0
miR-330,AED therapy,0
miR-331,Dasatinib,0
miR-331,Imatinib,0
miR-331,Nilotinib,0
miR-331,Trastuzumab,0
miR-331,Fluorouracil,0
miR-331,Paclitaxel,0
miR-331,Propofol,0
miR-331,Antioestrogens,0
miR-331,Oxaliplatin,0
miR-331,Vemurafenib,0
miR-331,Crizotinib,0
miR-331,Lorlatinib,0
miR-331,Hydrogen Peroxide,0
miR-331,10-hydroxycamptothecin,0
miR-331,Pemetrexed,0
miR-331,Lapatinib,0
miR-331,Tomudex,0
miR-331,Raltitrexed,0
miR-331,Pingyangmycin,0
miR-331,Dibenziodolium,0
miR-331,Epirubicin hydrochloride,0
miR-331,Carmustine,0
miR-331,Betulinic acid,0
miR-331,Arsenic Trioxide,0
miR-331,Teniposide,0
miR-331,Euthyrox,0
miR-331,Leucovorin,0
miR-331,AGRO100,0
miR-331,Dihydrotestosterone,0
miR-331,DAPT,0
miR-331,modified ALLIC BFM 2002 protocol,0
miR-331,5-fluorouracil,0
miR-331,Hydroxyurea,0
miR-331,Ethanol,0
miR-331,chemotherapy,0
miR-331,AED therapy,0
miR-335,Gemcitabine,0
miR-335,Dasatinib,0
miR-335,Gefitinib,0
miR-335,Tamoxifen,0
miR-335,Trastuzumab,0
miR-335,Fluorouracil,0
miR-335,Paclitaxel,0
miR-335,Propofol,0
miR-331,Fulvestrant,0
miR-331,SIOP treatment protocol,0
miR-331,Colchicine,0
miR-331,Rituximab,0
miR-331,Platinum,0
miR-331,Sunitinib,0
miR-331,Letrozole,0
miR-331,Exemestane,0
miR-331,Anastrozole,0
miR-331,Cytarabine,0
miR-331,Retinoic Acid,0
miR-331,Epirubicin HCl,0
miR-331,Mafosfamide,0
miR-331,Cyclophosphamide,0
miR-331,Paroxetine,0
miR-331,Prednisone,0
miR-331,Vinorelbine,0
miR-331,Cyclosporin A,0
miR-331,Levetiracetam,0
miR-331,Valproate,0
miR-331,Ribavirin,0
miR-331,pegIFN/RBV therapy,0
miR-331,Dichloroacetate,0
miR-331,Cyclopamine,0
miR-331,Interferon-alpha,0
miR-331,Mitomycin C,0
miR-331,Pertuzumab,0
miR-331,Arsenic trioxide,0
miR-331,Irinotecan,0
miR-331,Selumetinib,0
miR-331,Staurosporine,0
miR-331,Topotecan,0
miR-331,Fludarabine,0
miR-331,histone deacetylase inhibitor,0
miR-331,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-330,Leucovorin,0
miR-330,Fulvestrant,0
miR-330,Epirubicin hydrochloride,0
miR-328,modified ALLIC BFM 2002 protocol,0
miR-330,Cisplatin,0
miR-328,AED therapy,0
miR-328,chemotherapy,0
miR-328,Ethanol,0
miR-328,Hydroxyurea,0
miR-328,5-fluorouracil,0
miR-328,DAPT,0
miR-328,Pingyangmycin,0
miR-328,Dihydrotestosterone,0
miR-328,AGRO100,0
miR-328,10-hydroxycamptothecin,0
miR-328,Pemetrexed,0
miR-328,Lapatinib,0
miR-328,Tomudex,0
miR-330,Dasatinib,0
miR-330,Imatinib,0
miR-330,Nilotinib,0
miR-330,Gefitinib,0
miR-330,Trastuzumab,0
miR-330,Fluorouracil,0
miR-330,Propofol,0
miR-330,Antioestrogens,0
miR-330,Oxaliplatin,0
miR-330,Carboplatin,0
miR-330,Tetraplatin,0
miR-330,Docetaxel,0
miR-330,Adriamycin,0
miR-330,Vincristine,0
miR-330,Mitoxantrone,0
miR-330,Nutlin-3a,0
miR-330,Rapamycin,0
miR-328,Raltitrexed,0
miR-328,Hydrogen Peroxide,0
miR-330,Temsirolimus,0
miR-328,pegIFN/RBV therapy,0
miR-328,Arsenic trioxide,0
miR-328,Pertuzumab,0
miR-328,Mitomycin C,0
miR-328,Interferon-alpha,0
miR-328,Cyclopamine,0
miR-328,Dichloroacetate,0
miR-328,Ribavirin,0
miR-328,Dibenziodolium,0
miR-328,Valproate,0
miR-328,Levetiracetam,0
miR-328,Platinum,0
miR-328,Sunitinib,0
miR-328,Letrozole,0
miR-328,Exemestane,0
miR-328,Irinotecan,0
miR-328,Selumetinib,0
miR-328,Staurosporine,0
miR-328,Topotecan,0
miR-328,Fludarabine,0
miR-328,histone deacetylase inhibitor,0
miR-328,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-328,Epirubicin HCl,0
miR-328,SIOP treatment protocol,0
miR-328,Epirubicin hydrochloride,0
miR-328,Fulvestrant,0
miR-328,Leucovorin,0
miR-328,Euthyrox,0
miR-328,Teniposide,0
miR-328,Arsenic Trioxide,0
miR-328,Betulinic acid,0
miR-328,Carmustine,0
miR-330,Sirolimus,0
miR-330,"1,25(OH)2D3",0
miR-330,SIOP treatment protocol,0
miR-330,Cytarabine,0
miR-330,Levetiracetam,0
miR-330,Platinum,0
miR-330,Sunitinib,0
miR-330,Letrozole,0
miR-330,Exemestane,0
miR-330,Anastrozole,0
miR-330,Rituximab,0
miR-330,Colchicine,0
miR-330,Retinoic Acid,0
miR-330,Mafosfamide,0
miR-330,Cyclophosphamide,0
miR-330,Paroxetine,0
miR-330,Prednisone,0
miR-330,Vinorelbine,0
miR-330,Valproate,0
miR-330,Ribavirin,0
miR-330,pegIFN/RBV therapy,0
miR-330,Dichloroacetate,0
miR-330,Cyclopamine,0
miR-330,Interferon-alpha,0
miR-330,Mitomycin C,0
miR-330,Pertuzumab,0
miR-330,Arsenic trioxide,0
miR-330,Irinotecan,0
miR-330,Selumetinib,0
miR-330,Staurosporine,0
miR-330,Topotecan,0
miR-330,Fludarabine,0
miR-330,histone deacetylase inhibitor,0
miR-330,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-330,Epirubicin HCl,0
miR-330,Cyclosporin A,0
miR-330,Lorlatinib,0
miR-330,Bortezomib,0
miR-330,Melphalan,0
miR-330,Ibrutinib,0
miR-330,Dexamethasone,0
miR-330,Taxol,0
miR-330,Cetuximab,0
miR-330,Temozolomide,0
miR-330,Oxymatrine,0
miR-330,Sorafenib,0
miR-330,Crizotinib,0
miR-330,Glucocorticoid,0
miR-330,TRAIL therapy,0
miR-330,Chemotherapy,0
miR-330,epirubicin,0
miR-330,Pirarubicin,0
miR-330,Methotrexate,0
miR-330,Erlotinib,0
miR-330,Curcumin,0
miR-330,PCI-24781,0
miR-330,Camptothecin,0
miR-330,Vinblastine,0
miR-330,Interferon-gamma,0
miR-330,Epirubicin,0
miR-330,Capecitabine,0
miR-330,PLX4720,0
miR-330,platinum-based doublet chemotherapy ,0
miR-330,Daunorubicin,0
miR-330,L-asparaginase,0
miR-330,Prednisolone,0
miR-330,10-Hydroxycamptothecin,0
miR-330,FOLFOX Chemotherapy,0
miR-330,Fluoropyrimidine,0
miR-330,Vemurafenib,0
miR-320d,Trastuzumab,0
miR-320d,Tamoxifen,0
miR-320d,Gefitinib,0
miR-320,Arsenic trioxide,0
miR-320,histone deacetylase inhibitor,0
miR-320,Fludarabine,0
miR-320,Topotecan,0
miR-320,Staurosporine,0
miR-320,Selumetinib,0
miR-320,Irinotecan,0
miR-320,Pertuzumab,0
miR-320,Epirubicin HCl,0
miR-320,Mitomycin C,0
miR-320,Interferon-alpha,0
miR-320,Cyclopamine,0
miR-320,Dichloroacetate,0
miR-320,pegIFN/RBV therapy,0
miR-320,Ribavirin,0
miR-320,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-320,SIOP treatment protocol,0
miR-3200,Prednisone,0
miR-320,Dibenziodolium,0
miR-320,Pemetrexed,0
miR-320,Lapatinib,0
miR-320,Tomudex,0
miR-320,Raltitrexed,0
miR-320,Pingyangmycin,0
miR-320,Hydrogen Peroxide,0
miR-320,Carmustine,0
miR-320,Epirubicin hydrochloride,0
miR-320,Betulinic acid,0
miR-320,Arsenic Trioxide,0
miR-320,Teniposide,0
miR-320,Euthyrox,0
miR-320,Leucovorin,0
miR-320,Fulvestrant,0
miR-320,Valproate,0
miR-320,Levetiracetam,0
miR-320,Platinum,0
miR-320,PLX4720,0
miR-320,FOLFOX Chemotherapy,0
miR-320,10-Hydroxycamptothecin,0
miR-320,Prednisolone,0
miR-320,L-asparaginase,0
miR-320,Daunorubicin,0
miR-320,platinum-based doublet chemotherapy ,0
miR-320,Capecitabine,0
miR-320,Sunitinib,0
miR-320,Epirubicin,0
miR-320,Interferon-gamma,0
miR-320,Vinblastine,0
miR-320,Camptothecin,0
miR-320,PCI-24781,0
miR-320,Curcumin,0
miR-320,Fluoropyrimidine,0
miR-320,Vemurafenib,0
miR-320,Crizotinib,0
miR-320,Lorlatinib,0
miR-320,Colchicine,0
miR-320,Cyclosporin A,0
miR-320,Vinorelbine,0
miR-320,Prednisone,0
miR-320,Paroxetine,0
miR-320,Cyclophosphamide,0
miR-320,Mafosfamide,0
miR-320,Retinoic Acid,0
miR-320,Rituximab,0
miR-320,Cytarabine,0
miR-320,Anastrozole,0
miR-320,Exemestane,0
miR-320,Letrozole,0
miR-320,10-hydroxycamptothecin,0
miR-320,AGRO100,0
miR-320,Dihydrotestosterone,0
miR-3200,Taxol,0
miR-3200,Camptothecin,0
miR-3200,PCI-24781,0
miR-3200,Curcumin,0
miR-3200,Erlotinib,0
miR-3200,Ibrutinib,0
miR-3200,Dexamethasone,0
miR-3200,Cetuximab,0
miR-3200,epirubicin,0
miR-3200,Temozolomide,0
miR-3200,Oxymatrine,0
miR-3200,Melphalan,0
miR-3200,Sorafenib,0
miR-3200,Glucocorticoid,0
miR-3200,TRAIL therapy,0
miR-3200,Vinblastine,0
miR-3200,Interferon-gamma,0
miR-3200,Epirubicin,0
miR-3200,Capecitabine,0
miR-3200,PLX4720,0
miR-3200,platinum-based doublet chemotherapy ,0
miR-3200,Daunorubicin,0
miR-3200,L-asparaginase,0
miR-3200,Prednisolone,0
miR-3200,10-Hydroxycamptothecin,0
miR-3200,FOLFOX Chemotherapy,0
miR-3200,Fluoropyrimidine,0
miR-3200,Vemurafenib,0
miR-3200,Crizotinib,0
miR-3200,Lorlatinib,0
miR-3200,Colchicine,0
miR-3200,Cyclosporin A,0
miR-3200,Chemotherapy,0
miR-3200,Verapamil,0
miR-320,DAPT,0
miR-3200,Imatinib,0
miR-3200,Paclitaxel,0
miR-3200,Fluorouracil,0
miR-3200,Trastuzumab,0
miR-3200,Tamoxifen,0
miR-3200,Gefitinib,0
miR-3200,Nilotinib,0
miR-3200,Dasatinib,0
miR-3200,Pirarubicin,0
miR-320,AED therapy,0
miR-320,chemotherapy,0
miR-320,Ethanol,0
miR-320,Hydroxyurea,0
miR-320,5-fluorouracil,0
miR-320,modified ALLIC BFM 2002 protocol,0
miR-3200,Propofol,0
miR-3200,Antioestrogens,0
miR-3200,Oxaliplatin,0
miR-3200,Carboplatin,0
miR-3200,Tetraplatin,0
miR-3200,Docetaxel,0
miR-3200,Adriamycin,0
miR-3200,Vincristine,0
miR-3200,Etoposide,0
miR-3200,Mitoxantrone,0
miR-3200,Nutlin-3a,0
miR-3200,Rapamycin,0
miR-3200,Sirolimus,0
miR-3200,Temsirolimus,0
miR-3200,"1,25(OH)2D3",0
miR-3200,Bortezomib,0
miR-3200,Methotrexate,0
miR-320,Erlotinib,0
miR-320,Ibrutinib,0
miR-320,Dexamethasone,0
miR-32,10-Hydroxycamptothecin,0
miR-32,Cyclosporin A,0
miR-32,Colchicine,0
miR-32,Lorlatinib,0
miR-32,Crizotinib,0
miR-32,Vemurafenib,0
miR-32,Fluoropyrimidine,0
miR-32,Prednisolone,0
miR-32,Interferon-gamma,0
miR-32,L-asparaginase,0
miR-32,Daunorubicin,0
miR-32,5-Fluorouracil,0
miR-32,platinum-based doublet chemotherapy ,0
miR-32,PLX4720,0
miR-32,Capecitabine,0
miR-32,Vinorelbine,0
miR-32,Prednisone,0
miR-32,Paroxetine,0
miR-32,Mafosfamide,0
miR-32,Retinoic Acid,0
miR-32,Rituximab,0
miR-32,Anastrozole,0
miR-32,Exemestane,0
miR-32,Letrozole,0
miR-32,Sunitinib,0
miR-32,Platinum,0
miR-32,Levetiracetam,0
miR-32,Valproate,0
miR-32,Ribavirin,0
miR-32,pegIFN/RBV therapy,0
miR-32,Dichloroacetate,0
miR-32,Cyclopamine,0
miR-32,Epirubicin,0
miR-32,Vinblastine,0
miR-32,Mitomycin C,0
miR-32,Etoposide,0
miR-32,"1,25(OH)2D3",0
miR-32,Temsirolimus,0
miR-32,Sirolimus,0
miR-32,Rapamycin,0
miR-32,Nutlin-3a,0
miR-32,Mitoxantrone,0
miR-32,Vincristine,0
miR-32,Camptothecin,0
miR-32,Adriamycin,0
miR-32,Docetaxel,0
miR-32,Tetraplatin,0
miR-32,Carboplatin,0
miR-32,Oxaliplatin,0
miR-32,Antioestrogens,0
miR-32,Bortezomib,0
miR-32,Methotrexate,0
miR-32,Pirarubicin,0
miR-32,epirubicin,0
miR-32,Chemotherapy,0
miR-32,TRAIL therapy,0
miR-32,Glucocorticoid,0
miR-32,Sorafenib,0
miR-32,Melphalan,0
miR-32,Oxymatrine,0
miR-32,Temozolomide,0
miR-32,Cetuximab,0
miR-32,Taxol,0
miR-32,Ibrutinib,0
miR-32,Erlotinib,0
miR-32,Curcumin,0
miR-32,PCI-24781,0
miR-32,Interferon-alpha,0
miR-32,Pertuzumab,0
miR-320,Taxol,0
miR-320,Paclitaxel,0
miR-320,Adriamycin,0
miR-320,Docetaxel,0
miR-320,Tetraplatin,0
miR-320,Carboplatin,0
miR-320,Antioestrogens,0
miR-320,Propofol,0
miR-320,Fluorouracil,0
miR-32,AED therapy,0
miR-320,Trastuzumab,0
miR-320,Tamoxifen,0
miR-320,Gefitinib,0
miR-320,Nilotinib,0
miR-320,Imatinib,0
miR-320,Dasatinib,0
miR-320,Vincristine,0
miR-320,Mitoxantrone,0
miR-320,Nutlin-3a,0
miR-320,Rapamycin,0
miR-320,Sirolimus,0
miR-320,Temsirolimus,0
miR-320,"1,25(OH)2D3",0
miR-320,Bortezomib,0
miR-320,Pirarubicin,0
miR-320,epirubicin,0
miR-320,Chemotherapy,0
miR-320,TRAIL therapy,0
miR-320,Glucocorticoid,0
miR-320,Sorafenib,0
miR-320,Melphalan,0
miR-320,Oxymatrine,0
miR-320,Temozolomide,0
miR-320,Cisplatin,0
miR-32,chemotherapy,0
miR-32,Arsenic trioxide,0
miR-32,Epirubicin HCl,0
miR-32,Teniposide,0
miR-32,Euthyrox,0
miR-32,Leucovorin,0
miR-32,Fulvestrant,0
miR-32,Epirubicin hydrochloride,0
miR-32,SIOP treatment protocol,0
miR-32,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-32,Ethanol,0
miR-32,histone deacetylase inhibitor,0
miR-32,Fludarabine,0
miR-32,Topotecan,0
miR-32,Staurosporine,0
miR-32,Selumetinib,0
miR-32,Irinotecan,0
miR-32,Arsenic Trioxide,0
miR-32,Betulinic acid,0
miR-32,Carmustine,0
miR-32,Dibenziodolium,0
miR-32,Hydrogen Peroxide,0
miR-32,Pingyangmycin,0
miR-32,Raltitrexed,0
miR-32,Tomudex,0
miR-32,Lapatinib,0
miR-32,Pemetrexed,0
miR-32,10-hydroxycamptothecin,0
miR-32,AGRO100,0
miR-32,Dihydrotestosterone,0
miR-32,DAPT,0
miR-32,modified ALLIC BFM 2002 protocol,0
miR-32,5-fluorouracil,0
miR-32,Hydroxyurea,0
miR-3200,Vinorelbine,0
miR-3200,Paroxetine,0
miR-320d,Nilotinib,0
miR-320c,Verapamil,0
miR-320c,Melphalan,0
miR-320c,Sorafenib,0
miR-320c,Glucocorticoid,0
miR-320c,TRAIL therapy,0
miR-320c,Chemotherapy,0
miR-320c,epirubicin,0
miR-320c,Pirarubicin,0
miR-320c,Temozolomide,0
miR-320c,Methotrexate,0
miR-320c,Bortezomib,0
miR-320c,"1,25(OH)2D3",0
miR-320c,Temsirolimus,0
miR-320c,Sirolimus,0
miR-320c,Rapamycin,0
miR-320c,Oxymatrine,0
miR-320c,Cetuximab,0
miR-3200,Cyclophosphamide,0
miR-320c,Interferon-gamma,0
miR-320c,Daunorubicin,0
miR-320c,5-Fluorouracil,0
miR-320c,platinum-based doublet chemotherapy ,0
miR-320c,PLX4720,0
miR-320c,Capecitabine,0
miR-320c,Epirubicin,0
miR-320c,Vinblastine,0
miR-320c,Taxol,0
miR-320c,Camptothecin,0
miR-320c,PCI-24781,0
miR-320c,Curcumin,0
miR-320c,Erlotinib,0
miR-320c,Ibrutinib,0
miR-320c,Dexamethasone,0
miR-320c,Nutlin-3a,0
miR-320c,Mitoxantrone,0
miR-320c,Etoposide,0
miR-320a,AGRO100,0
miR-320a,Ethanol,0
miR-320a,Hydroxyurea,0
miR-320a,5-fluorouracil,0
miR-320a,modified ALLIC BFM 2002 protocol,0
miR-320a,DAPT,0
miR-320a,Dihydrotestosterone,0
miR-320a,10-hydroxycamptothecin,0
miR-320c,Vincristine,0
miR-320a,Pemetrexed,0
miR-320a,Lapatinib,0
miR-320a,Tomudex,0
miR-320a,Raltitrexed,0
miR-320a,Pingyangmycin,0
miR-320a,Hydrogen Peroxide,0
miR-320a,chemotherapy,0
miR-320a,AED therapy,0
miR-320c,Cisplatin,0
miR-320c,Dasatinib,0
miR-320c,Imatinib,0
miR-320c,Nilotinib,0
miR-320c,Gefitinib,0
miR-320c,Tamoxifen,0
miR-320c,Trastuzumab,0
miR-320c,Fluorouracil,0
miR-320c,Paclitaxel,0
miR-320c,Propofol,0
miR-320c,Antioestrogens,0
miR-320c,Carboplatin,0
miR-320c,Tetraplatin,0
miR-320c,Docetaxel,0
miR-320c,Adriamycin,0
miR-320c,L-asparaginase,0
miR-320c,Prednisolone,0
miR-320c,10-Hydroxycamptothecin,0
miR-320c,Teniposide,0
miR-320c,Pingyangmycin,0
miR-320c,Hydrogen Peroxide,0
miR-320c,Dibenziodolium,0
miR-320c,Carmustine,0
miR-320c,Betulinic acid,0
miR-320c,Arsenic Trioxide,0
miR-320c,Euthyrox,0
miR-320c,Fludarabine,0
miR-320c,Leucovorin,0
miR-320c,Fulvestrant,0
miR-320c,Epirubicin hydrochloride,0
miR-320c,SIOP treatment protocol,0
miR-320c,Epirubicin HCl,0
miR-320c,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-320c,Raltitrexed,0
miR-320c,Tomudex,0
miR-320c,Lapatinib,0
miR-320c,Pemetrexed,0
miR-320c,10-hydroxycamptothecin,0
miR-320c,AGRO100,0
miR-320c,Dihydrotestosterone,0
miR-320c,DAPT,0
miR-320c,modified ALLIC BFM 2002 protocol,0
miR-320c,5-fluorouracil,0
miR-320c,Hydroxyurea,0
miR-320c,Ethanol,0
miR-320c,chemotherapy,0
miR-320c,AED therapy,0
miR-320d,Gemcitabine,0
miR-320d,Dasatinib,0
miR-320d,Imatinib,0
miR-320c,histone deacetylase inhibitor,0
miR-320c,Topotecan,0
miR-320c,FOLFOX Chemotherapy,0
miR-320c,Prednisone,0
miR-320c,Cytarabine,0
miR-320c,Rituximab,0
miR-320c,Retinoic Acid,0
miR-320c,Mafosfamide,0
miR-320c,Cyclophosphamide,0
miR-320c,Paroxetine,0
miR-320c,Vinorelbine,0
miR-320c,Staurosporine,0
miR-320c,Cyclosporin A,0
miR-320c,Colchicine,0
miR-320c,Lorlatinib,0
miR-320c,Crizotinib,0
miR-320c,Vemurafenib,0
miR-320c,Fluoropyrimidine,0
miR-320c,Anastrozole,0
miR-320c,Exemestane,0
miR-320c,Letrozole,0
miR-320c,Sunitinib,0
miR-320c,Platinum,0
